ZipCode,Latitude,Longitude,ResidenceCity,State,ResidenceCounty,Type
3588,44.56532,-71.218672,MILAN,NH,COOS,STANDARD
76556,30.730427,-96.880743,MILANO,TX,MILAM,STANDARD
18443,41.667024,-75.118513,MILANVILLE,PA,WAYNE,STANDARD
57252,45.171617,-96.629203,MILBANK,SD,GRANT,STANDARD
4658,45.002969,-67.495548,MILBRIDGE,ME,WASHINGTON,STANDARD
42070,36.863147,-88.995991,MILBURN,KY,CARLISLE,PO BOX ONLY
18632,41.432901,-76.516887,MILDRED,PA,SULLIVAN,STANDARD
52064,42.120881,-90.329993,MILES,IA,JACKSON,STANDARD
59301,46.447808,-105.795343,MILES CITY,MT,CUSTER,STANDARD
16853,40.95408,-77.781465,MILESBURG,PA,CENTRE,PO BOX ONLY
57553,44.370733,-101.527178,MILESVILLE,SD,HAAKON,STANDARD
29933,32.788773,-81.126913,MILEY,SC,HAMPTON,PO BOX ONLY
74046,35.901277,-96.326053,MILFAY,OK,CREEK,PO BOX ONLY
1757,42.147087,-71.528085,MILFORD,MA,WORCESTER,STANDARD
43045,40.170089,-83.441008,MILFORD CENTER,OH,UNION,STANDARD
18935,40.328645,-75.10278,MILFORD SQUARE,PA,BUCKS,PO BOX ONLY
96789,21.458855,-158.012322,MILILANI,HI,HONOLULU,STANDARD
97360,44.621679,-122.5785,MILL CITY,OR,LINN,STANDARD
17060,40.402523,-77.966977,MILL CREEK,PA,HUNTINGDON,STANDARD
17751,41.071123,-77.476304,MILL HALL,PA,CLINTON,STANDARD
11765,40.754757,-73.601772,MILL NECK,NY,NASSAU,STANDARD
1244,42.122827,-73.253983,MILL RIVER,MA,BERKSHIRE,PO BOX ONLY
15464,39.933738,-79.432647,MILL RUN,PA,FAYETTE,STANDARD
62862,38.164114,-88.258325,MILL SHOALS,IL,WHITE,STANDARD
28756,35.336371,-82.158975,MILL SPRING,NC,POLK,STANDARD
42632,36.800363,-84.818345,MILL SPRINGS,KY,WAYNE,STANDARD
94941,37.886325,-122.562937,MILL VALLEY,CA,MARIN,STANDARD
16427,41.87726,-79.969168,MILL VILLAGE,PA,ERIE,PO BOX ONLY
54454,44.598179,-89.904543,MILLADORE,WI,WOOD,STANDARD
24460,38.055311,-79.746367,MILLBORO,VA,BATH,STANDARD
94030,37.598385,-122.400083,MILLBRAE,CA,SAN MATEO,STANDARD
12545,41.832012,-73.637175,MILLBROOK,NY,DUTCHESS,STANDARD
7041,40.73365,-74.301692,MILLBURN,NJ,ESSEX,STANDARD
1527,42.255642,-71.819961,MILLBURY,MA,WORCESTER,STANDARD
62961,37.340918,-89.254203,MILLCREEK,IL,UNION,PO BOX ONLY
6467,41.565697,-72.903746,MILLDALE,CT,HARTFORD,PO BOX ONLY
31059,,,MILLEDGEVILLE,GA,BALDWIN,STANDARD
30442,32.779376,-81.973904,MILLEN,GA,JENKINS,STANDARD
57362,44.480979,-99.062766,MILLER,SD,HAND,STANDARD
45864,41.103776,-84.131541,MILLER CITY,OH,PUTNAM,PO BOX ONLY
11764,40.922326,-72.637078,MILLER PLACE,NY,SUFFOLK,STANDARD
28651,36.241997,-81.224811,MILLERS CREEK,NC,WILKES,STANDARD
23115,37.836374,-76.913844,MILLERS TAVERN,VA,ESSEX,PO BOX ONLY
17061,40.571494,-76.840528,MILLERSBURG,PA,DAUPHIN,STANDARD
43046,39.884758,-82.539214,MILLERSPORT,OH,FAIRFIELD,STANDARD
17062,40.556195,-77.154223,MILLERSTOWN,PA,PERRY,STANDARD
76862,31.535046,-99.710871,MILLERSVIEW,TX,CONCHO,STANDARD
17551,40.031882,-76.236823,MILLERSVILLE,PA,LANCASTER,STANDARD
12546,41.93846,-73.546336,MILLERTON,NY,DUTCHESS,STANDARD
36267,33.18082,-85.941752,MILLERVILLE,AL,CLAY,PO BOX ONLY
45761,39.379936,-82.088793,MILLFIELD,OH,ATHENS,STANDARD
16854,40.893455,-77.473298,MILLHEIM,PA,CENTRE,STANDARD
47261,39.292004,-85.491788,MILLHOUSEN,IN,DECATUR,PO BOX ONLY
77866,30.47857,-96.244718,MILLICAN,TX,BRAZOS,PO BOX ONLY
32537,30.741965,-86.655208,MILLIGAN,FL,OKALOOSA,STANDARD
37682,36.296007,-82.305359,MILLIGAN COLLEGE,TN,CARTER,PO BOX ONLY
80543,40.387381,-104.841349,MILLIKEN,CO,WELD,STANDARD
7946,40.678701,-74.505399,MILLINGTON,NJ,MORRIS,STANDARD
4462,45.226479,-68.752091,MILLINOCKET,ME,PENOBSCOT,STANDARD
2054,42.165249,-71.36126,MILLIS,MA,NORFOLK,STANDARD
17845,40.978059,-77.08184,MILLMONT,PA,UNION,STANDARD
14864,42.259644,-76.842298,MILLPORT,NY,CHEMUNG,STANDARD
18340,41.413707,-74.751138,MILLRIFT,PA,PIKE,PO BOX ONLY
36558,31.553004,-88.294124,MILLRY,AL,WASHINGTON,STANDARD
16937,41.737627,-77.902366,MILLS,PA,POTTER,STANDARD
76066,32.745716,-97.956126,MILLSAP,TX,PARKER,STANDARD
15348,39.987651,-80.003686,MILLSBORO,PA,WASHINGTON,PO BOX ONLY
62260,38.471651,-90.092336,MILLSTADT,IL,SAINT CLAIR,STANDARD
54643,44.186869,-90.635831,MILLSTON,WI,JACKSON,PO BOX ONLY
25261,38.828582,-81.132151,MILLSTONE,WV,CALHOUN,STANDARD
8850,40.448255,-74.444395,MILLTOWN,NJ,MIDDLESEX,STANDARD
1529,42.124662,-71.846943,MILLVILLE,MA,WORCESTER,STANDARD
10546,41.201373,-73.796456,MILLWOOD,NY,WESTCHESTER,STANDARD
8340,39.447855,-74.869885,MILMAY,NJ,ATLANTIC,STANDARD
61855,39.923765,-88.659875,MILMINE,IL,PIATT,STANDARD
30257,33.1365,-84.148695,MILNER,GA,LAMAR,STANDARD
88125,33.720554,-103.412259,MILNESAND,NM,ROOSEVELT,STANDARD
18239,40.996051,-75.981475,MILNESVILLE,PA,LUZERNE,PO BOX ONLY
58060,46.200657,-97.477179,MILNOR,ND,SARGENT,STANDARD
4463,45.244612,-68.975988,MILO,ME,PISCATAQUIS,STANDARD
95035,37.436454,-121.861989,MILPITAS,CA,SANTA CLARA,STANDARD
17063,40.740026,-77.493466,MILROY,PA,MIFFLIN,STANDARD
2186,42.240598,-71.078494,MILTON,MA,NORFOLK,STANDARD
43541,41.300891,-83.829596,MILTON CENTER,OH,WOOD,PO BOX ONLY
97862,45.740766,-118.50432,MILTON FREEWATER,OR,UMATILLA,STANDARD
3852,43.326734,-71.028427,MILTON MILLS,NH,STRAFFORD,STANDARD
2187,42.180048,-71.08923,MILTON VILLAGE,MA,NORFOLK,STANDARD
56354,46.06187,-95.295146,MILTONA,MN,DOUGLAS,STANDARD
67466,39.349959,-97.454812,MILTONVALE,KS,CLOUD,STANDARD
27854,36.363144,-77.386748,MILWAUKEE,NC,NORTHAMPTON,PO BOX ONLY
88049,32.908986,-108.033173,MIMBRES,NM,GRANT,STANDARD
32754,28.699314,-80.895344,MIMS,FL,BREVARD,STANDARD
57462,45.404015,-98.806895,MINA,SD,EDMUNDS,STANDARD
69356,41.861192,-103.643939,MINATARE,NE,SCOTTS BLUFF,STANDARD
50167,41.732252,-94.047607,MINBURN,IA,DALLAS,STANDARD
73059,35.31278,-97.950402,MINCO,OK,GRADY,STANDARD
25879,37.975773,-81.114993,MINDEN,WV,FAYETTE,PO BOX ONLY
48456,43.651302,-82.756025,MINDEN CITY,MI,SANILAC,STANDARD
64769,37.471409,-94.554307,MINDENMINES,MO,BARTON,STANDARD
54644,44.021422,-91.03295,MINDORO,WI,LA CROSSE,STANDARD
7803,40.877099,-74.584453,MINE HILL,NJ,MORRIS,STANDARD
11501,40.735901,-73.638061,MINEOLA,NY,NASSAU,STANDARD
23117,37.937619,-77.868959,MINERAL,VA,LOUISA,STANDARD
30559,34.936697,-84.268863,MINERAL BLUFF,GA,FANNIN,STANDARD
44656,40.570507,-81.343581,MINERAL CITY,OH,TUSCARAWAS,STANDARD
15942,40.419784,-78.823794,MINERAL POINT,PA,CAMBRIA,STANDARD
44440,41.168441,-80.78209,MINERAL RIDGE,OH,TRUMBULL,STANDARD
16855,40.989115,-78.422403,MINERAL SPRINGS,PA,CLEARFIELD,PO BOX ONLY
26120,39.218276,-81.497865,MINERAL WELLS,WV,WOOD,UNIQUE
17954,40.711461,-76.199621,MINERSVILLE,PA,SCHUYLKILL,STANDARD
12851,44.214452,-73.787317,MINERVA,NY,ESSEX,STANDARD
13115,43.397671,-76.482365,MINETTO,NY,OSWEGO,PO BOX ONLY
12956,44.12404,-73.491335,MINEVILLE,NY,ESSEX,STANDARD
45653,38.889049,-82.911143,MINFORD,OH,SCIOTO,STANDARD
43047,40.204914,-83.646581,MINGO,OH,CHAMPAIGN,PO BOX ONLY
43938,40.358475,-80.762054,MINGO JUNCTION,OH,JEFFERSON,STANDARD
16856,40.929851,-77.638892,MINGOVILLE,PA,CENTRE,PO BOX ONLY
76463,32.538075,-98.421901,MINGUS,TX,PALO PINTO,STANDARD
83343,42.772955,-113.509762,MINIDOKA,ID,MINIDOKA,STANDARD
61759,40.447572,-89.334398,MINIER,IL,TAZEWELL,STANDARD
18341,40.991053,-75.299256,MINISINK HILLS,PA,MONROE,PO BOX ONLY
28652,36.086466,-81.934265,MINNEAPOLIS,NC,AVERY,PO BOX ONLY
34755,28.578234,-81.831883,MINNEOLA,FL,LAKE,PO BOX ONLY
56264,44.52307,-95.954362,MINNEOTA,MN,LYON,STANDARD
55959,44.081907,-91.73508,MINNESOTA CITY,MN,WINONA,STANDARD
56068,43.811561,-93.817817,MINNESOTA LAKE,MN,FARIBAULT,STANDARD
55345,44.916963,-93.481749,MINNETONKA,MN,HENNEPIN,STANDARD
55361,44.940212,-93.592735,MINNETONKA BEACH,MN,HENNEPIN,STANDARD
58351,48.130016,-99.38981,MINNEWAUKAN,ND,BENSON,STANDARD
41651,37.454849,-82.76464,MINNIE,KY,FLOYD,STANDARD
13116,43.076828,-76.006001,MINOA,NY,ONONDAGA,STANDARD
54548,45.827583,-89.824294,MINOCQUA,WI,ONEIDA,STANDARD
54859,46.09709,-91.859913,MINONG,WI,WASHBURN,STANDARD
61760,40.838957,-89.066126,MINONK,IL,WOODFORD,STANDARD
60447,41.429869,-88.422884,MINOOKA,IL,GRUNDY,STANDARD
38473,35.036274,-87.150744,MINOR HILL,TN,GILES,STANDARD
2055,41.970474,-70.701357,MINOT,MA,PLYMOUTH,STANDARD
58704,48.42429,-101.319942,MINOT AFB,ND,WARD,STANDARD
8341,39.530779,-74.940036,MINOTOLA,NJ,ATLANTIC,STANDARD
45865,40.410299,-84.39708,MINSTER,OH,AUGLAIZE,STANDARD
24463,38.179715,-79.141332,MINT SPRING,VA,AUGUSTA,PO BOX ONLY
36761,32.189926,-87.063331,MINTER,AL,DALLAS,STANDARD
38944,33.752133,-90.374127,MINTER CITY,MS,LEFLORE,STANDARD
58261,48.25997,-97.314367,MINTO,ND,WALSH,STANDARD
29573,34.488255,-79.476859,MINTURN,SC,DILLON,PO BOX ONLY
48647,44.662952,-84.089518,MIO,MI,OSCODA,STANDARD
19452,40.211896,-75.35586,MIQUON,PA,MONTGOMERY,PO BOX ONLY
91752,33.752886,-116.055617,MIRA LOMA,CA,RIVERSIDE,STANDARD
40856,36.769184,-83.708181,MIRACLE,KY,BELL,STANDARD
93641,36.698964,-119.049219,MIRAMONTE,CA,FRESNO,STANDARD
95553,40.23548,-123.845935,MIRANDA,CA,HUMBOLDT,PO BOX ONLY
78369,27.43807,-99.001969,MIRANDO CITY,TX,WEBB,STANDARD
3853,43.646319,-71.282068,MIRROR LAKE,NH,CARROLL,STANDARD
28109,35.480124,-80.270445,MISENHEIMER,NC,STANLY,PO BOX ONLY
46544,41.61536,-86.287884,MISHAWAKA,IN,ST JOSEPH,STANDARD
54228,44.167783,-87.739206,MISHICOT,WI,MANITOWOC,STANDARD
57555,43.304572,-100.662079,MISSION,SD,TODD,STANDARD
57046,42.969251,-97.297103,MISSION HILL,SD,YANKTON,STANDARD
91345,33.786594,-118.298662,MISSION HILLS,CA,LOS ANGELES,STANDARD
57557,44.475844,-100.529517,MISSION RIDGE,SD,STANLEY,STANDARD
92690,33.640302,-117.769442,MISSION VIEJO,CA,ORANGE,STANDARD
39762,33.415601,-88.743329,MISSISSIPPI STATE,MS,OKTIBBEHA,PO BOX ONLY
59801,46.853606,-113.909123,MISSOULA,MT,MISSOULA,STANDARD
64072,39.245755,-94.292406,MISSOURI CITY,MO,CLAY,PO BOX ONLY
51555,41.605102,-95.908803,MISSOURI VALLEY,IA,HARRISON,STANDARD
41351,37.398617,-83.704908,MISTLETOE,KY,OWSLEY,STANDARD
38056,36.046851,-89.443779,MISTON,TN,DYER,STANDARD
30820,33.231593,-82.631164,MITCHELL,GA,GLASCOCK,STANDARD
22729,38.368552,-78.011837,MITCHELLS,VA,CULPEPER,STANDARD
40452,37.603345,-84.94918,MITCHELLSBURG,KY,BOYLE,PO BOX ONLY
37119,36.631981,-86.539028,MITCHELLVILLE,TN,SUMNER,PO BOX ONLY
70654,30.703476,-92.906757,MITTIE,LA,ALLEN,STANDARD
39116,31.852342,-89.50805,MIZE,MS,SMITH,STANDARD
8342,39.50208,-74.833469,MIZPAH,NJ,ATLANTIC,PO BOX ONLY
84532,38.5804,-109.54019,MOAB,UT,GRAND,STANDARD
89025,36.691647,-114.651381,MOAPA,NV,CLARK,PO BOX ONLY
26405,39.125078,-80.017982,MOATSVILLE,WV,BARBOUR,STANDARD
79061,35.515434,-100.414781,MOBEETIE,TX,WHEELER,STANDARD
65270,39.425513,-92.428348,MOBERLY,MO,RANDOLPH,STANDARD
36601,30.701142,-88.103184,MOBILE,AL,MOBILE,STANDARD
57601,45.550822,-100.330283,MOBRIDGE,SD,WALWORTH,STANDARD
676,18.383727,-67.080799,MOCA,PR,MOCA,STANDARD
59462,47.051079,-109.910548,MOCCASIN,MT,JUDITH BASIN,STANDARD
27028,35.906241,-80.54609,MOCKSVILLE,NC,DAVIE,STANDARD
98562,47.162482,-123.794069,MOCLIPS,WA,GRAYS HARBOR,PO BOX ONLY
51556,41.643973,-96.013027,MODALE,IA,HARRISON,STANDARD
62444,39.434607,-88.805278,MODE,IL,SHELBY,STANDARD
81059,37.519198,-104.223007,MODEL,CO,LAS ANIMAS,STANDARD
14107,43.32684,-78.830681,MODEL CITY,NY,NIAGARA,PO BOX ONLY
12548,41.672278,-74.103276,MODENA,NY,ULSTER,STANDARD
23412,37.790415,-75.60347,MODEST TOWN,VA,ACCOMACK,PO BOX ONLY
70376,30.204707,-90.869481,MODESTE,LA,ASCENSION,PO BOX ONLY
62667,39.480647,-89.982149,MODESTO,IL,MACOUPIN,STANDARD
29838,33.705234,-82.218723,MODOC,SC,MCCORMICK,STANDARD
81143,38.065284,-105.817955,MOFFAT,CO,SAGUACHE,STANDARD
74946,35.389791,-94.446215,MOFFETT,OK,SEQUOYAH,PO BOX ONLY
58560,46.673047,-100.300199,MOFFIT,ND,BURLEIGH,STANDARD
44260,41.026954,-81.404982,MOGADORE,OH,SUMMIT,STANDARD
58761,48.726868,-101.605847,MOHALL,ND,RENVILLE,STANDARD
86440,35.0524,-114.245399,MOHAVE VALLEY,AZ,MOHAVE,STANDARD
13407,43.029258,-75.011662,MOHAWK,NY,HERKIMER,STANDARD
10547,41.281975,-73.797555,MOHEGAN LAKE,NY,WESTCHESTER,STANDARD
99154,47.60894,-118.399551,MOHLER,WA,LINCOLN,STANDARD
19540,40.321665,-75.804757,MOHNTON,PA,BERKS,STANDARD
19541,40.400685,-76.037566,MOHRSVILLE,PA,BERKS,STANDARD
12957,44.85688,-74.552321,MOIRA,NY,FRANKLIN,STANDARD
93501,35.038066,-118.31596,MOJAVE,CA,KERN,STANDARD
65059,38.705147,-91.89325,MOKANE,MO,CALLAWAY,STANDARD
95245,38.29138,-120.571875,MOKELUMNE HILL,CA,CALAVERAS,STANDARD
60448,41.426002,-88.006767,MOKENA,IL,WILL,STANDARD
72557,36.374704,-91.804608,MOKO,AR,FULTON,STANDARD
97038,45.078408,-122.565028,MOLALLA,OR,CLACKAMAS,STANDARD
30258,33.022288,-84.436925,MOLENA,GA,PIKE,STANDARD
81646,39.165152,-108.076508,MOLINA,CO,MESA,PO BOX ONLY
49335,42.736987,-85.663538,MOLINE,MI,ALLEGAN,PO BOX ONLY
32577,30.690231,-87.385248,MOLINO,FL,ESCAMBIA,STANDARD
22517,37.75028,-76.578109,MOLLUSK,VA,LANCASTER,PO BOX ONLY
59057,45.944684,-108.911917,MOLT,MT,STILLWATER,STANDARD
60954,41.116572,-87.868519,MOMENCE,IL,KANKAKEE,STANDARD
84645,39.848111,-111.850284,MONA,UT,JUAB,STANDARD
15061,40.656366,-80.327814,MONACA,PA,BEAVER,STANDARD
79756,31.548092,-102.943277,MONAHANS,TX,WARD,STANDARD
59463,47.05149,-110.883026,MONARCH,MT,CASCADE,STANDARD
25636,37.821927,-82.006203,MONAVILLE,WV,LOGAN,PO BOX ONLY
29461,33.197118,-80.023339,MONCKS CORNER,SC,BERKELEY,STANDARD
43542,41.577251,-83.772378,MONCLOVA,OH,LUCAS,STANDARD
27559,35.623508,-79.098782,MONCURE,NC,CHATHAM,STANDARD
51557,41.739098,-95.99577,MONDAMIN,IA,HARRISON,STANDARD
54755,44.48773,-91.68068,MONDOVI,WI,BUFFALO,STANDARD
60449,41.412269,-87.786645,MONEE,IL,WILL,STANDARD
15062,40.361852,-79.75128,MONESSEN,PA,WESTMORELAND,STANDARD
24121,37.185024,-79.563579,MONETA,VA,BEDFORD,STANDARD
65708,36.802435,-93.934986,MONETT,MO,BARRY,STANDARD
29105,33.88797,-81.679404,MONETTA,SC,SALUDA,STANDARD
72447,35.909972,-90.347446,MONETTE,AR,CRAIGHEAD,STANDARD
38945,33.650681,-90.196909,MONEY,MS,LEFLORE,STANDARD
12762,41.686123,-74.783554,MONGAUP VALLEY,NY,SULLIVAN,STANDARD
96927,13.444257,144.786297,MONGMONG,GU,GUAM,STANDARD
46771,41.665489,-85.267567,MONGO,IN,LAGRANGE,PO BOX ONLY
4852,44.021333,-69.523263,MONHEGAN,ME,LINCOLN,PO BOX ONLY
98836,47.485197,-120.415773,MONITOR,WA,CHELAN,PO BOX ONLY
5469,44.240375,-73.134702,MONKTON,VT,ADDISON,PO BOX ONLY
4259,44.349166,-69.870181,MONMOUTH,ME,KENNEBEC,STANDARD
7750,40.277757,-74.194702,MONMOUTH BEACH,NJ,MONMOUTH,STANDARD
8852,40.386942,-74.555799,MONMOUTH JUNCTION,NJ,MIDDLESEX,STANDARD
93642,36.746375,-119.639658,MONO HOT SPRINGS,CA,FRESNO,STANDARD
19542,40.260992,-75.768437,MONOCACY STATION,PA,BERKS,PO BOX ONLY
47959,40.795391,-86.93711,MONON,IN,WHITE,STANDARD
52159,43.034025,-91.393408,MONONA,IA,CLAYTON,STANDARD
15063,40.260001,-80.124442,MONONGAHELA,PA,WASHINGTON,STANDARD
2350,42.018525,-70.847486,MONPONSETT,MA,PLYMOUTH,PO BOX ONLY
3771,44.268612,-72.015317,MONROE,NH,GRAFTON,STANDARD
1350,42.721456,-72.976204,MONROE BRIDGE,MA,FRANKLIN,PO BOX ONLY
61052,42.108224,-88.998128,MONROE CENTER,IL,OGLE,STANDARD
47557,38.590433,-87.368456,MONROE CITY,IN,KNOX,STANDARD
8831,40.343757,-74.42887,MONROE TOWNSHIP,NJ,MIDDLESEX,STANDARD
18832,41.713484,-76.487176,MONROETON,PA,BRADFORD,STANDARD
8343,39.641089,-75.144475,MONROEVILLE,NJ,GLOUCESTER,STANDARD
21770,39.351552,-77.265818,MONROVIA,MD,FREDERICK,STANDARD
10952,41.118595,-74.084536,MONSEY,NY,ROCKLAND,STANDARD
1057,42.095323,-72.282063,MONSON,MA,HAMPDEN,STANDARD
17237,39.83593,-77.553776,MONT ALTO,PA,FRANKLIN,STANDARD
77580,29.856137,-94.842939,MONT BELVIEU,TX,CHAMBERS,PO BOX ONLY
19453,40.151918,-75.504383,MONT CLARE,PA,MONTGOMERY,STANDARD
3057,42.850464,-71.727044,MONT VERNON,NH,HILLSBOROUGH,STANDARD
1351,42.548107,-72.48693,MONTAGUE,MA,FRANKLIN,STANDARD
75853,31.794191,-95.661964,MONTALBA,TX,ANDERSON,STANDARD
26586,39.519136,-80.089673,MONTANA MINES,WV,MARION,PO BOX ONLY
17850,40.889632,-76.664574,MONTANDON,PA,NORTHUMBERLAND,PO BOX ONLY
94037,37.542789,-122.505152,MONTARA,CA,SAN MATEO,PO BOX ONLY
11954,40.922326,-72.637078,MONTAUK,NY,SUFFOLK,STANDARD
24737,37.35391,-81.251807,MONTCALM,WV,MERCER,PO BOX ONLY
19710,39.757783,-75.639143,MONTCHANIN,DE,NEW CASTLE,PO BOX ONLY
7042,40.811908,-74.216389,MONTCLAIR,NJ,ESSEX,STANDARD
95462,38.459755,-123.000625,MONTE RIO,CA,SONOMA,STANDARD
81144,37.570515,-106.345624,MONTE VISTA,CO,RIO GRANDE,STANDARD
37356,35.264698,-85.822933,MONTEAGLE,TN,GRUNDY,STANDARD
24464,37.865358,-79.0804,MONTEBELLO,VA,NELSON,STANDARD
70377,29.456248,-90.524964,MONTEGUT,LA,TERREBONNE,STANDARD
53949,43.812581,-89.372011,MONTELLO,WI,MARQUETTE,STANDARD
1245,42.18669,-73.206498,MONTEREY,MA,BERKSHIRE,STANDARD
91754,33.786594,-118.298662,MONTEREY PARK,CA,LOS ANGELES,STANDARD
26282,38.75338,-79.814713,MONTERVILLE,WV,RANDOLPH,STANDARD
98563,47.015536,-123.719565,MONTESANO,WA,GRAYS HARBOR,STANDARD
35115,33.136658,-86.883586,MONTEVALLO,AL,SHELBY,STANDARD
56265,45.014054,-95.601718,MONTEVIDEO,MN,CHIPPEWA,STANDARD
83435,43.871293,-112.447757,MONTEVIEW,ID,JEFFERSON,STANDARD
13117,43.002267,-76.704722,MONTEZUMA,NY,CAYUGA,PO BOX ONLY
84534,37.25391,-109.106079,MONTEZUMA CREEK,UT,SAN JUAN,PO BOX ONLY
53569,43.031263,-90.492475,MONTFORT,WI,GRANT,STANDARD
5470,44.824855,-72.895849,MONTGOMERY,VT,FRANKLIN,PO BOX ONLY
5471,44.848241,-72.619812,MONTGOMERY CENTER,VT,FRANKLIN,STANDARD
63361,38.94604,-91.472754,MONTGOMERY CITY,MO,MONTGOMERY,STANDARD
96065,40.900945,-121.916728,MONTGOMERY CREEK,CA,SHASTA,STANDARD
20886,39.175703,-77.18725,MONTGOMERY VILLAGE,MD,MONTGOMERY,STANDARD
18936,40.2375,-75.23656,MONTGOMERYVILLE,PA,MONTGOMERY,STANDARD
4760,46.516166,-68.886826,MONTICELLO,ME,AROOSTOOK,STANDARD
65546,37.153294,-91.337506,MONTIER,MO,SHANNON,PO BOX ONLY
29839,33.507335,-81.599198,MONTMORENCI,SC,AIKEN,PO BOX ONLY
50173,41.95619,-92.712756,MONTOUR,IA,TAMA,STANDARD
14865,42.358866,-76.841852,MONTOUR FALLS,NY,SCHUYLER,STANDARD
17754,41.307308,-76.881055,MONTOURSVILLE,PA,LYCOMING,STANDARD
5601,44.19906,-72.559638,MONTPELIER,VT,WASHINGTON,STANDARD
22957,38.22702,-78.176806,MONTPELIER STATION,VA,ORANGE,PO BOX ONLY
54550,46.396613,-90.309085,MONTREAL,WI,IRON,STANDARD
28757,35.641473,-82.315637,MONTREAT,NC,BUNCOMBE,PO BOX ONLY
10548,41.25126,-73.942877,MONTROSE,NY,WESTCHESTER,STANDARD
22520,38.111955,-76.82434,MONTROSS,VA,WESTMORELAND,STANDARD
7645,41.054651,-74.045425,MONTVALE,NJ,BERGEN,STANDARD
34756,28.581499,-81.685146,MONTVERDE,FL,LAKE,STANDARD
6353,41.452548,-72.137471,MONTVILLE,CT,NEW LONDON,STANDARD
67747,39.046409,-101.063728,MONUMENT,KS,LOGAN,STANDARD
2553,41.67336,-70.608047,MONUMENT BEACH,MA,BARNSTABLE,PO BOX ONLY
84536,37.280022,-109.56809,MONUMENT VALLEY,UT,SAN JUAN,PO BOX ONLY
6469,41.508904,-72.440086,MOODUS,CT,MIDDLESEX,STANDARD
4054,43.276341,-70.597752,MOODY,ME,YORK,PO BOX ONLY
74444,36.025728,-94.957751,MOODYS,OK,CHEROKEE,PO BOX ONLY
12958,44.792956,-73.661296,MOOERS,NY,CLINTON,STANDARD
12959,44.76292,-73.615749,MOOERS FORKS,NY,CLINTON,STANDARD
23119,37.410286,-76.294103,MOON,VA,MATHEWS,STANDARD
7074,40.839299,-74.060184,MOONACHIE,NJ,BERGEN,STANDARD
82721,44.415431,-104.838916,MOORCROFT,WY,CROOK,STANDARD
29369,34.970097,-82.02732,MOORE,SC,SPARTANBURG,STANDARD
33471,26.886471,-81.195575,MOORE HAVEN,FL,GLADES,STANDARD
26836,39.018679,-78.820561,MOOREFIELD,WV,HARDY,STANDARD
47360,40.01641,-85.293037,MOORELAND,IN,HENRY,STANDARD
47032,39.16259,-84.980417,MOORES HILL,IN,DEARBORN,STANDARD
28114,35.256702,-81.700869,MOORESBORO,NC,CLEVELAND,STANDARD
37811,36.356017,-83.184274,MOORESBURG,TN,HAWKINS,STANDARD
8057,40.054255,-74.840115,MOORESTOWN,NJ,BURLINGTON,STANDARD
28115,35.688136,-80.819825,MOORESVILLE,NC,IREDELL,STANDARD
58061,46.315035,-96.861092,MOORETON,ND,RICHLAND,STANDARD
38857,34.275006,-88.592851,MOOREVILLE,MS,LEE,STANDARD
38761,33.443386,-90.506817,MOORHEAD,MS,SUNFLOWER,STANDARD
71060,32.594798,-93.976775,MOORINGSPORT,LA,CADDO,STANDARD
50566,42.440996,-94.315601,MOORLAND,IA,WEBSTER,STANDARD
93020,34.032383,-119.1343,MOORPARK,CA,VENTURA,STANDARD
83012,43.550144,-110.747494,MOOSE,WY,TETON,STANDARD
55767,46.552827,-92.756405,MOOSE LAKE,MN,CARLTON,STANDARD
99631,60.036583,-151.655567,MOOSE PASS,AK,KENAI PENINSULA,STANDARD
60539,41.823928,-88.334023,MOOSEHEART,IL,KANE,STANDARD
18507,41.361332,-75.706584,MOOSIC,PA,LACKAWANNA,STANDARD
6354,41.704931,-71.849772,MOOSUP,CT,WINDHAM,STANDARD
55051,45.918782,-93.297792,MORA,MN,KANABEC,STANDARD
94556,37.838926,-122.099224,MORAGA,CA,CONTRA COSTA,STANDARD
49760,46.07039,-84.992591,MORAN,MI,MACKINAC,STANDARD
16663,40.989115,-78.422403,MORANN,PA,CLEARFIELD,PO BOX ONLY
22523,37.792761,-76.60933,MORATTICO,VA,LANCASTER,PO BOX ONLY
13118,42.737724,-76.407811,MORAVIA,NY,CAYUGA,STANDARD
28654,36.100492,-81.165221,MORAVIAN FALLS,NC,WILKES,STANDARD
71355,31.09884,-91.874829,MOREAUVILLE,LA,AVOYELLES,STANDARD
40351,38.210471,-83.42039,MOREHEAD,KY,ROWAN,STANDARD
28557,34.727798,-76.770987,MOREHEAD CITY,NC,CARTERET,STANDARD
63868,36.850353,-89.68472,MOREHOUSE,MO,NEW MADRID,PO BOX ONLY
30259,33.276279,-84.738721,MORELAND,GA,COWETA,STANDARD
49256,41.84736,-84.229012,MORENCI,MI,LENAWEE,STANDARD
92551,33.752886,-116.055617,MORENO VALLEY,CA,RIVERSIDE,STANDARD
5660,44.270817,-72.786431,MORETOWN,VT,WASHINGTON,STANDARD
5853,44.878704,-71.971424,MORGAN,VT,ORLEANS,STANDARD
38946,33.404573,-90.371993,MORGAN CITY,MS,LEFLORE,PO BOX ONLY
95037,37.130238,-121.681557,MORGAN HILL,CA,SANTA CLARA,STANDARD
76465,32.215275,-98.207997,MORGAN MILL,TX,ERATH,PO BOX ONLY
